,event,selector,timestamp,page_url_current,actualUser,device_info,component
3049,Click,,2022-06-02 06:30:00,,49,2,Previsionimeteo
3050,Click,,2022-06-25 07:56:00,,0,2,Prezzi
3051,Click,,2022-08-03 06:35:00,,1,5,Previsionimeteo
3052,Click,,2023-08-25 10:36:00,,2,2,Magazzino
3053,Click,,2023-08-25 05:11:00,,3,4,Quaderno
3054,Click,,2020-09-22 14:53:00,,4,0,Rubrica
3055,Click,,2022-08-26 14:03:00,,5,3,Education
3056,Click,,2022-05-10 09:24:00,,6,4,Prezzi
3057,Click,,2020-10-16 03:17:00,,7,3,Previsionimeteo
3058,Click,,2023-03-25 06:59:00,,8,1,Magazzino
3059,Click,,2022-06-25 01:00:00,,9,1,Quaderno
3060,Click,,2021-07-16 12:55:00,,10,4,Rubrica
3061,Click,,2021-07-03 23:00:00,,11,1,Education
3062,Click,,2022-01-15 11:42:00,,12,5,Prezzi
3063,Click,,2022-08-13 14:05:00,,13,3,Previsionimeteo
3064,Click,,2023-08-26 09:06:00,,14,5,Magazzino
3065,Click,,2023-10-02 16:26:00,,15,0,Quaderno
3066,Click,,2023-02-07 03:30:00,,16,0,Rubrica
3067,Click,,2022-02-18 01:39:00,,17,0,Education
3068,Click,,2021-02-01 19:17:00,,18,3,Prezzi
3069,Click,,2020-06-22 00:16:00,,19,4,Previsionimeteo
3070,Click,,2020-08-09 06:50:00,,20,3,Magazzino
3071,Click,,2023-10-06 02:51:00,,21,4,Quaderno
3072,Click,,2022-10-27 11:51:00,,22,5,Rubrica
3073,Click,,2021-12-22 09:40:00,,23,0,Education
3074,Click,,2022-05-04 12:53:00,,24,4,Prezzi
3075,Click,,2021-03-26 17:41:00,,25,3,Previsionimeteo
3076,Click,,2022-11-05 16:20:00,,26,1,Magazzino
3077,Click,,2021-11-10 23:18:00,,27,1,Quaderno
3078,Click,,2020-08-10 23:58:00,,28,5,Rubrica
3079,Click,,2023-01-01 12:00:00,,29,4,Education
3080,Click,,2023-05-11 17:48:00,,30,5,Prezzi
3081,Click,,2020-09-13 22:18:00,,31,3,Previsionimeteo
3082,Click,,2021-06-17 00:37:00,,32,1,Magazzino
3083,Click,,2022-01-21 13:03:00,,33,3,Quaderno
3084,Click,,2020-05-12 03:16:00,,34,0,Rubrica
3085,Click,,2020-03-21 12:21:00,,35,0,Education
3086,Click,,2022-10-04 12:02:00,,36,4,Prezzi
3087,Click,,2023-06-27 10:19:00,,37,2,Previsionimeteo
3088,Click,,2021-08-07 13:25:00,,38,0,Magazzino
3089,Click,,2020-08-27 07:57:00,,39,1,Quaderno
3090,Click,,2021-05-13 23:49:00,,40,2,Rubrica
3091,Click,,2021-12-15 21:32:00,,41,5,Education
3092,Click,,2021-06-04 08:02:00,,42,4,Prezzi
3093,Click,,2021-05-27 03:59:00,,43,5,Previsionimeteo
3094,Click,,2021-09-16 12:08:00,,44,4,Magazzino
3095,Click,,2021-09-12 05:16:00,,45,1,Quaderno
3096,Click,,2020-04-09 09:02:00,,46,2,Rubrica
3097,Click,,2022-09-07 09:34:00,,47,0,Education
3098,Click,,2021-06-15 09:22:00,,48,5,Prezzi
3099,Click,,2021-10-04 22:12:00,,49,2,Previsionimeteo
3100,Click,,2022-01-27 23:17:00,,0,2,Prezzi
3101,Click,,2022-03-26 13:37:00,,1,5,Previsionimeteo
3102,Click,,2022-07-24 17:41:00,,2,2,Magazzino
3103,Click,,2023-04-04 11:16:00,,3,4,Quaderno
3104,Click,,2021-08-01 06:05:00,,4,0,Rubrica
3105,Click,,2020-11-04 10:43:00,,5,3,Education
3106,Click,,2023-10-21 02:42:00,,6,4,Prezzi
3107,Click,,2022-09-17 16:57:00,,7,3,Previsionimeteo
3108,Click,,2022-05-08 19:42:00,,8,1,Magazzino
3109,Click,,2020-06-10 06:55:00,,9,1,Quaderno
3110,Click,,2022-01-04 10:07:00,,10,4,Rubrica
3111,Click,,2023-03-11 21:02:00,,11,1,Education
3112,Click,,2021-01-02 21:30:00,,12,5,Prezzi
3113,Click,,2020-10-25 17:40:00,,13,3,Previsionimeteo
3114,Click,,2020-12-08 07:25:00,,14,5,Magazzino
3115,Click,,2020-11-14 19:17:00,,15,0,Quaderno
3116,Click,,2022-03-20 18:01:00,,16,0,Rubrica
3117,Click,,2023-10-10 08:13:00,,17,0,Education
3118,Click,,2021-10-22 05:55:00,,18,3,Prezzi
3119,Click,,2021-05-23 03:49:00,,19,4,Previsionimeteo
3120,Click,,2023-06-23 16:54:00,,20,3,Magazzino
3121,Click,,2020-08-20 21:01:00,,21,4,Quaderno
3122,Click,,2020-05-04 00:53:00,,22,5,Rubrica
3123,Click,,2022-05-22 09:31:00,,23,0,Education
3124,Click,,2021-11-22 10:29:00,,24,4,Prezzi
3125,Click,,2022-01-20 03:10:00,,25,3,Previsionimeteo
3126,Click,,2020-04-13 01:42:00,,26,1,Magazzino
3127,Click,,2023-05-14 03:18:00,,27,1,Quaderno
3128,Click,,2022-09-12 19:33:00,,28,5,Rubrica
3129,Click,,2023-10-09 04:28:00,,29,4,Education
3130,Click,,2023-01-11 12:23:00,,30,5,Prezzi
3131,Click,,2022-01-21 22:22:00,,31,3,Previsionimeteo
3132,Click,,2021-11-22 15:57:00,,32,1,Magazzino
3133,Click,,2023-04-06 05:34:00,,33,3,Quaderno
3134,Click,,2022-12-10 23:14:00,,34,0,Rubrica
3135,Click,,2023-07-23 16:29:00,,35,0,Education
3136,Click,,2021-04-02 04:57:00,,36,4,Prezzi
3137,Click,,2022-05-03 07:45:00,,37,2,Previsionimeteo
3138,Click,,2023-07-07 02:11:00,,38,0,Magazzino
3139,Click,,2022-07-03 16:23:00,,39,1,Quaderno
3140,Click,,2021-05-18 06:13:00,,40,2,Rubrica
3141,Click,,2021-09-16 08:11:00,,41,5,Education
3142,Click,,2021-04-03 12:38:00,,42,4,Prezzi
3143,Click,,2022-06-27 19:30:00,,43,5,Previsionimeteo
3144,Click,,2023-08-18 13:41:00,,44,4,Magazzino
3145,Click,,2023-05-04 04:41:00,,45,1,Quaderno
3146,Click,,2022-05-23 07:38:00,,46,2,Rubrica
3147,Click,,2023-08-17 02:24:00,,47,0,Education
3148,Click,,2021-10-21 12:56:00,,48,5,Prezzi
3149,Click,,2022-03-11 21:02:00,,49,2,Previsionimeteo
3150,Click,,2023-09-17 09:49:00,,0,2,Prezzi
3151,Click,,2021-02-09 14:29:00,,1,5,Previsionimeteo
3152,Click,,2022-09-03 13:53:00,,2,2,Magazzino
3153,Click,,2020-10-07 12:57:00,,3,4,Quaderno
3154,Click,,2021-05-27 23:19:00,,4,0,Rubrica
3155,Click,,2023-12-14 16:08:00,,5,3,Education
3156,Click,,2020-12-15 22:12:00,,6,4,Prezzi
3157,Click,,2021-10-02 07:41:00,,7,3,Previsionimeteo
3158,Click,,2023-02-10 18:57:00,,8,1,Magazzino
3159,Click,,2021-02-11 14:40:00,,9,1,Quaderno
3160,Click,,2022-03-20 06:16:00,,10,4,Rubrica
3161,Click,,2021-02-25 15:01:00,,11,1,Education
3162,Click,,2021-03-25 22:56:00,,12,5,Prezzi
3163,Click,,2022-07-23 09:26:00,,13,3,Previsionimeteo
3164,Click,,2023-05-08 19:47:00,,14,5,Magazzino
3165,Click,,2021-02-26 04:42:00,,15,0,Quaderno
3166,Click,,2021-01-04 01:48:00,,16,0,Rubrica
3167,Click,,2023-03-10 03:07:00,,17,0,Education
3168,Click,,2020-08-20 14:11:00,,18,3,Prezzi
3169,Click,,2022-06-24 13:29:00,,19,4,Previsionimeteo
3170,Click,,2022-08-20 09:56:00,,20,3,Magazzino
3171,Click,,2023-11-21 18:52:00,,21,4,Quaderno
3172,Click,,2020-01-11 17:24:00,,22,5,Rubrica
3173,Click,,2023-10-12 22:19:00,,23,0,Education
3174,Click,,2021-10-04 03:10:00,,24,4,Prezzi
3175,Click,,2023-12-20 09:36:00,,25,3,Previsionimeteo
3176,Click,,2020-07-03 22:04:00,,26,1,Magazzino
3177,Click,,2022-02-08 22:35:00,,27,1,Quaderno
3178,Click,,2021-10-10 09:28:00,,28,5,Rubrica
3179,Click,,2021-09-26 14:04:00,,29,4,Education
3180,Click,,2020-03-24 19:33:00,,30,5,Prezzi
3181,Click,,2021-01-16 15:21:00,,31,3,Previsionimeteo
3182,Click,,2022-07-16 10:17:00,,32,1,Magazzino
3183,Click,,2021-11-18 23:45:00,,33,3,Quaderno
3184,Click,,2023-04-18 13:47:00,,34,0,Rubrica
3185,Click,,2021-11-27 06:08:00,,35,0,Education
3186,Click,,2020-03-12 05:22:00,,36,4,Prezzi
3187,Click,,2021-06-23 16:59:00,,37,2,Previsionimeteo
3188,Click,,2022-06-17 02:15:00,,38,0,Magazzino
3189,Click,,2023-04-08 04:33:00,,39,1,Quaderno
3190,Click,,2020-11-20 18:18:00,,40,2,Rubrica
3191,Click,,2021-03-18 17:09:00,,41,5,Education
3192,Click,,2021-01-16 12:33:00,,42,4,Prezzi
3193,Click,,2023-05-05 04:38:00,,43,5,Previsionimeteo
3194,Click,,2021-08-25 01:52:00,,44,4,Magazzino
3195,Click,,2021-03-03 10:18:00,,45,1,Quaderno
3196,Click,,2020-10-24 03:41:00,,46,2,Rubrica
3197,Click,,2023-07-23 11:44:00,,47,0,Education
3198,Click,,2022-01-22 10:08:00,,48,5,Prezzi
3199,Click,,2023-06-19 22:58:00,,49,2,Previsionimeteo
3200,Click,,2021-03-16 09:14:00,,0,2,Prezzi
3201,Click,,2021-05-23 15:57:00,,1,5,Previsionimeteo
3202,Click,,2022-11-06 07:38:00,,2,2,Magazzino
3203,Click,,2020-02-13 13:21:00,,3,4,Quaderno
3204,Click,,2022-09-01 21:52:00,,4,0,Rubrica
3205,Click,,2023-09-01 22:59:00,,5,3,Education
3206,Click,,2021-03-14 20:47:00,,6,4,Prezzi
3207,Click,,2020-01-27 01:19:00,,7,3,Previsionimeteo
3208,Click,,2023-02-05 08:55:00,,8,1,Magazzino
3209,Click,,2020-06-07 05:18:00,,9,1,Quaderno
3210,Click,,2021-05-21 10:11:00,,10,4,Rubrica
3211,Click,,2023-11-10 12:24:00,,11,1,Education
3212,Click,,2020-05-02 10:32:00,,12,5,Prezzi
3213,Click,,2023-12-12 12:50:00,,13,3,Previsionimeteo
3214,Click,,2021-08-24 10:28:00,,14,5,Magazzino
3215,Click,,2021-07-08 00:34:00,,15,0,Quaderno
3216,Click,,2021-04-22 00:47:00,,16,0,Rubrica
3217,Click,,2020-06-23 23:46:00,,17,0,Education
3218,Click,,2023-02-07 10:35:00,,18,3,Prezzi
3219,Click,,2020-05-08 23:12:00,,19,4,Previsionimeteo
3220,Click,,2021-02-17 18:00:00,,20,3,Magazzino
3221,Click,,2020-09-18 07:15:00,,21,4,Quaderno
3222,Click,,2020-11-20 15:52:00,,22,5,Rubrica
3223,Click,,2021-06-12 22:22:00,,23,0,Education
3224,Click,,2022-05-08 19:54:00,,24,4,Prezzi
3225,Click,,2023-08-11 09:21:00,,25,3,Previsionimeteo
3226,Click,,2020-01-06 02:24:00,,26,1,Magazzino
3227,Click,,2021-08-02 12:40:00,,27,1,Quaderno
3228,Click,,2020-07-05 02:17:00,,28,5,Rubrica
3229,Click,,2020-09-01 02:56:00,,29,4,Education
3230,Click,,2021-04-21 13:28:00,,30,5,Prezzi
3231,Click,,2022-09-14 10:10:00,,31,3,Previsionimeteo
3232,Click,,2021-06-27 00:39:00,,32,1,Magazzino
3233,Click,,2020-09-06 18:40:00,,33,3,Quaderno
3234,Click,,2023-10-19 05:59:00,,34,0,Rubrica
3235,Click,,2022-10-03 17:13:00,,35,0,Education
3236,Click,,2020-04-08 03:22:00,,36,4,Prezzi
3237,Click,,2023-10-19 13:53:00,,37,2,Previsionimeteo
3238,Click,,2021-03-25 02:50:00,,38,0,Magazzino
3239,Click,,2023-12-23 03:44:00,,39,1,Quaderno
3240,Click,,2023-06-17 09:41:00,,40,2,Rubrica
3241,Click,,2023-06-17 14:48:00,,41,5,Education
3242,Click,,2021-07-15 21:36:00,,42,4,Prezzi
3243,Click,,2023-04-27 13:09:00,,43,5,Previsionimeteo
3244,Click,,2023-10-12 18:14:00,,44,4,Magazzino
3245,Click,,2021-07-06 03:34:00,,45,1,Quaderno
3246,Click,,2021-06-18 16:50:00,,46,2,Rubrica
3247,Click,,2020-11-04 12:44:00,,47,0,Education
3248,Click,,2020-02-16 07:58:00,,48,5,Prezzi
3249,Click,,2023-03-06 05:44:00,,49,2,Previsionimeteo
3250,Click,,2021-07-02 02:12:00,,0,2,Prezzi
3251,Click,,2021-10-18 06:09:00,,1,5,Previsionimeteo
3252,Click,,2023-05-22 11:17:00,,2,2,Magazzino
3253,Click,,2020-08-15 17:01:00,,3,4,Quaderno
3254,Click,,2020-09-23 04:25:00,,4,0,Rubrica
3255,Click,,2021-04-11 03:37:00,,5,3,Education
3256,Click,,2020-06-08 21:46:00,,6,4,Prezzi
3257,Click,,2020-09-05 04:19:00,,7,3,Previsionimeteo
3258,Click,,2020-01-27 02:43:00,,8,1,Magazzino
3259,Click,,2021-01-12 23:13:00,,9,1,Quaderno
3260,Click,,2020-07-25 12:30:00,,10,4,Rubrica
3261,Click,,2021-12-23 10:28:00,,11,1,Education
3262,Click,,2023-06-20 07:11:00,,12,5,Prezzi
3263,Click,,2021-02-21 01:49:00,,13,3,Previsionimeteo
3264,Click,,2022-04-07 21:10:00,,14,5,Magazzino
3265,Click,,2020-12-17 03:07:00,,15,0,Quaderno
3266,Click,,2022-01-23 04:24:00,,16,0,Rubrica
3267,Click,,2020-10-15 21:42:00,,17,0,Education
3268,Click,,2021-04-19 04:33:00,,18,3,Prezzi
3269,Click,,2022-06-08 03:05:00,,19,4,Previsionimeteo
3270,Click,,2023-10-01 10:14:00,,20,3,Magazzino
3271,Click,,2020-11-04 12:32:00,,21,4,Quaderno
3272,Click,,2023-12-25 04:40:00,,22,5,Rubrica
3273,Click,,2022-04-02 08:26:00,,23,0,Education
3274,Click,,2022-12-25 22:32:00,,24,4,Prezzi
3275,Click,,2020-11-25 23:31:00,,25,3,Previsionimeteo
3276,Click,,2022-09-02 01:01:00,,26,1,Magazzino
3277,Click,,2022-01-26 20:53:00,,27,1,Quaderno
3278,Click,,2022-11-21 11:05:00,,28,5,Rubrica
3279,Click,,2021-02-18 06:42:00,,29,4,Education
3280,Click,,2021-12-16 07:26:00,,30,5,Prezzi
3281,Click,,2020-11-15 18:13:00,,31,3,Previsionimeteo
3282,Click,,2021-04-13 09:59:00,,32,1,Magazzino
3283,Click,,2022-04-23 06:00:00,,33,3,Quaderno
3284,Click,,2022-07-25 07:42:00,,34,0,Rubrica
3285,Click,,2021-10-18 13:49:00,,35,0,Education
3286,Click,,2023-11-07 18:11:00,,36,4,Prezzi
3287,Click,,2020-05-01 10:11:00,,37,2,Previsionimeteo
3288,Click,,2023-10-12 23:20:00,,38,0,Magazzino
3289,Click,,2021-06-02 20:38:00,,39,1,Quaderno
3290,Click,,2022-11-26 23:46:00,,40,2,Rubrica
3291,Click,,2022-03-01 00:04:00,,41,5,Education
3292,Click,,2022-10-08 21:41:00,,42,4,Prezzi
3293,Click,,2023-04-09 19:56:00,,43,5,Previsionimeteo
3294,Click,,2022-12-25 05:24:00,,44,4,Magazzino
3295,Click,,2022-08-02 07:41:00,,45,1,Quaderno
3296,Click,,2021-10-10 10:37:00,,46,2,Rubrica
3297,Click,,2021-05-10 13:41:00,,47,0,Education
3298,Click,,2022-12-16 13:28:00,,48,5,Prezzi
3299,Click,,2020-02-14 07:13:00,,49,2,Previsionimeteo
3300,Click,,2021-06-01 19:19:00,,0,2,Prezzi
3301,Click,,2021-04-07 20:18:00,,1,5,Previsionimeteo
3302,Click,,2022-09-05 02:58:00,,2,2,Magazzino
3303,Click,,2022-07-12 22:59:00,,3,4,Quaderno
3304,Click,,2020-10-27 09:52:00,,4,0,Rubrica
3305,Click,,2021-03-06 10:35:00,,5,3,Education
3306,Click,,2021-01-04 13:19:00,,6,4,Prezzi
3307,Click,,2021-02-13 14:43:00,,7,3,Previsionimeteo
3308,Click,,2020-05-16 07:24:00,,8,1,Magazzino
3309,Click,,2020-08-27 17:34:00,,9,1,Quaderno
3310,Click,,2023-10-24 03:46:00,,10,4,Rubrica
3311,Click,,2022-10-19 22:41:00,,11,1,Education
3312,Click,,2022-05-21 05:28:00,,12,5,Prezzi
3313,Click,,2021-11-17 06:45:00,,13,3,Previsionimeteo
3314,Click,,2020-01-22 21:21:00,,14,5,Magazzino
3315,Click,,2022-03-15 00:09:00,,15,0,Quaderno
3316,Click,,2023-10-02 08:41:00,,16,0,Rubrica
3317,Click,,2020-10-12 19:14:00,,17,0,Education
3318,Click,,2020-07-27 01:47:00,,18,3,Prezzi
3319,Click,,2022-11-05 01:41:00,,19,4,Previsionimeteo
3320,Click,,2020-10-26 01:53:00,,20,3,Magazzino
3321,Click,,2022-06-23 10:55:00,,21,4,Quaderno
3322,Click,,2023-09-07 13:35:00,,22,5,Rubrica
3323,Click,,2023-11-21 16:33:00,,23,0,Education
3324,Click,,2021-10-21 12:21:00,,24,4,Prezzi
3325,Click,,2020-11-20 19:55:00,,25,3,Previsionimeteo
3326,Click,,2021-05-24 22:38:00,,26,1,Magazzino
3327,Click,,2020-12-15 06:44:00,,27,1,Quaderno
3328,Click,,2023-11-21 03:38:00,,28,5,Rubrica
3329,Click,,2020-03-17 10:53:00,,29,4,Education
3330,Click,,2021-02-08 00:02:00,,30,5,Prezzi
3331,Click,,2020-06-12 17:12:00,,31,3,Previsionimeteo
3332,Click,,2020-09-03 21:24:00,,32,1,Magazzino
3333,Click,,2023-02-08 00:50:00,,33,3,Quaderno
3334,Click,,2022-06-10 06:27:00,,34,0,Rubrica
3335,Click,,2021-03-06 08:36:00,,35,0,Education
3336,Click,,2022-01-18 07:37:00,,36,4,Prezzi
3337,Click,,2020-04-06 23:22:00,,37,2,Previsionimeteo
3338,Click,,2021-07-21 05:03:00,,38,0,Magazzino
3339,Click,,2020-09-03 22:07:00,,39,1,Quaderno
3340,Click,,2020-09-26 08:42:00,,40,2,Rubrica
3341,Click,,2022-09-06 19:22:00,,41,5,Education
3342,Click,,2023-09-27 00:47:00,,42,4,Prezzi
3343,Click,,2023-07-18 15:18:00,,43,5,Previsionimeteo
3344,Click,,2020-05-06 23:43:00,,44,4,Magazzino
3345,Click,,2022-03-12 16:32:00,,45,1,Quaderno
3346,Click,,2022-04-25 09:17:00,,46,2,Rubrica
3347,Click,,2020-12-12 10:41:00,,47,0,Education
3348,Click,,2022-12-22 06:45:00,,48,5,Prezzi
3349,Click,,2020-06-24 23:51:00,,49,2,Previsionimeteo
3350,Click,,2023-10-14 22:44:00,,0,2,Prezzi
3351,Click,,2021-05-05 08:09:00,,1,5,Previsionimeteo
3352,Click,,2020-06-08 06:57:00,,2,2,Magazzino
3353,Click,,2022-09-17 09:41:00,,3,4,Quaderno
3354,Click,,2021-07-05 02:59:00,,4,0,Rubrica
3355,Click,,2020-05-09 12:48:00,,5,3,Education
3356,Click,,2023-04-22 15:29:00,,6,4,Prezzi
3357,Click,,2022-02-13 09:27:00,,7,3,Previsionimeteo
3358,Click,,2020-01-18 20:41:00,,8,1,Magazzino
3359,Click,,2020-02-26 23:53:00,,9,1,Quaderno
3360,Click,,2022-10-10 17:42:00,,10,4,Rubrica
3361,Click,,2022-08-20 17:01:00,,11,1,Education
3362,Click,,2022-09-26 03:53:00,,12,5,Prezzi
3363,Click,,2023-03-03 15:54:00,,13,3,Previsionimeteo
3364,Click,,2023-12-17 04:39:00,,14,5,Magazzino
3365,Click,,2022-04-02 00:39:00,,15,0,Quaderno
3366,Click,,2023-05-10 17:28:00,,16,0,Rubrica
3367,Click,,2020-05-24 18:17:00,,17,0,Education
3368,Click,,2020-09-04 22:11:00,,18,3,Prezzi
3369,Click,,2022-05-11 06:01:00,,19,4,Previsionimeteo
3370,Click,,2020-01-27 15:09:00,,20,3,Magazzino
3371,Click,,2020-11-27 22:46:00,,21,4,Quaderno
3372,Click,,2020-08-12 18:14:00,,22,5,Rubrica
3373,Click,,2023-12-08 02:59:00,,23,0,Education
3374,Click,,2020-11-18 21:51:00,,24,4,Prezzi
3375,Click,,2023-01-21 17:33:00,,25,3,Previsionimeteo
3376,Click,,2023-05-24 17:34:00,,26,1,Magazzino
3377,Click,,2022-08-08 03:18:00,,27,1,Quaderno
3378,Click,,2023-03-08 01:17:00,,28,5,Rubrica
3379,Click,,2021-09-24 07:32:00,,29,4,Education
3380,Click,,2022-12-07 08:33:00,,30,5,Prezzi
3381,Click,,2020-09-06 02:39:00,,31,3,Previsionimeteo
3382,Click,,2023-06-13 03:05:00,,32,1,Magazzino
3383,Click,,2020-04-13 16:05:00,,33,3,Quaderno
3384,Click,,2021-06-06 23:04:00,,34,0,Rubrica
3385,Click,,2020-03-07 14:29:00,,35,0,Education
3386,Click,,2022-07-08 20:21:00,,36,4,Prezzi
3387,Click,,2021-04-24 08:35:00,,37,2,Previsionimeteo
3388,Click,,2021-04-10 00:24:00,,38,0,Magazzino
3389,Click,,2022-10-21 11:05:00,,39,1,Quaderno
3390,Click,,2021-08-09 20:32:00,,40,2,Rubrica
3391,Click,,2023-04-17 20:00:00,,41,5,Education
3392,Click,,2020-07-18 18:55:00,,42,4,Prezzi
3393,Click,,2021-06-12 03:04:00,,43,5,Previsionimeteo
3394,Click,,2022-03-15 22:56:00,,44,4,Magazzino
3395,Click,,2021-03-14 08:03:00,,45,1,Quaderno
3396,Click,,2022-08-09 00:35:00,,46,2,Rubrica
3397,Click,,2023-11-07 10:26:00,,47,0,Education
3398,Click,,2022-10-22 10:43:00,,48,5,Prezzi
3399,Click,,2021-12-06 04:08:00,,49,2,Previsionimeteo
3400,Click,,2020-08-21 19:46:00,,0,2,Prezzi
3401,Click,,2023-12-22 21:09:00,,1,5,Previsionimeteo
3402,Click,,2023-05-13 10:39:00,,2,2,Magazzino
3403,Click,,2021-08-20 21:15:00,,3,4,Quaderno
3404,Click,,2023-09-05 04:02:00,,4,0,Rubrica
3405,Click,,2020-11-07 02:22:00,,5,3,Education
3406,Click,,2023-08-03 09:10:00,,6,4,Prezzi
3407,Click,,2020-12-12 06:02:00,,7,3,Previsionimeteo
3408,Click,,2021-09-26 01:46:00,,8,1,Magazzino
3409,Click,,2020-08-14 20:59:00,,9,1,Quaderno
3410,Click,,2022-03-21 18:49:00,,10,4,Rubrica
3411,Click,,2022-07-14 23:56:00,,11,1,Education
3412,Click,,2021-08-24 11:30:00,,12,5,Prezzi
3413,Click,,2020-01-04 10:59:00,,13,3,Previsionimeteo
3414,Click,,2020-09-27 21:24:00,,14,5,Magazzino
3415,Click,,2023-05-18 12:36:00,,15,0,Quaderno
3416,Click,,2021-08-05 08:31:00,,16,0,Rubrica
3417,Click,,2021-12-24 10:38:00,,17,0,Education
3418,Click,,2021-01-05 09:46:00,,18,3,Prezzi
3419,Click,,2023-06-24 04:39:00,,19,4,Previsionimeteo
3420,Click,,2023-01-12 23:21:00,,20,3,Magazzino
3421,Click,,2023-09-20 09:43:00,,21,4,Quaderno
3422,Click,,2021-07-12 12:13:00,,22,5,Rubrica
3423,Click,,2021-02-03 20:18:00,,23,0,Education
3424,Click,,2022-10-27 15:31:00,,24,4,Prezzi
3425,Click,,2021-01-09 19:29:00,,25,3,Previsionimeteo
3426,Click,,2020-11-02 02:47:00,,26,1,Magazzino
3427,Click,,2020-07-04 07:34:00,,27,1,Quaderno
3428,Click,,2023-04-18 03:50:00,,28,5,Rubrica
3429,Click,,2021-01-22 12:29:00,,29,4,Education
3430,Click,,2020-12-01 10:48:00,,30,5,Prezzi
3431,Click,,2021-01-21 23:54:00,,31,3,Previsionimeteo
3432,Click,,2020-08-13 01:50:00,,32,1,Magazzino
3433,Click,,2021-05-07 23:38:00,,33,3,Quaderno
3434,Click,,2021-10-18 01:04:00,,34,0,Rubrica
3435,Click,,2020-06-01 19:16:00,,35,0,Education
3436,Click,,2020-12-15 16:56:00,,36,4,Prezzi
3437,Click,,2020-01-06 12:21:00,,37,2,Previsionimeteo
3438,Click,,2021-08-06 17:47:00,,38,0,Magazzino
3439,Click,,2021-03-11 02:46:00,,39,1,Quaderno
3440,Click,,2023-10-07 14:23:00,,40,2,Rubrica
3441,Click,,2020-04-16 15:00:00,,41,5,Education
3442,Click,,2021-10-22 01:19:00,,42,4,Prezzi
3443,Click,,2021-11-24 08:28:00,,43,5,Previsionimeteo
3444,Click,,2020-04-06 03:28:00,,44,4,Magazzino
3445,Click,,2021-09-18 12:46:00,,45,1,Quaderno
3446,Click,,2020-01-02 16:58:00,,46,2,Rubrica
3447,Click,,2023-12-01 00:29:00,,47,0,Education
3448,Click,,2022-04-17 16:05:00,,48,5,Prezzi
3449,Click,,2020-10-02 11:05:00,,49,2,Previsionimeteo
3450,Click,,2021-07-20 05:30:00,,0,2,Prezzi
3451,Click,,2020-04-05 11:02:00,,1,5,Previsionimeteo
3452,Click,,2022-11-19 06:37:00,,2,2,Magazzino
3453,Click,,2021-03-19 08:59:00,,3,4,Quaderno
3454,Click,,2022-05-17 20:40:00,,4,0,Rubrica
3455,Click,,2021-02-12 03:43:00,,5,3,Education
3456,Click,,2020-07-20 21:03:00,,6,4,Prezzi
3457,Click,,2021-10-18 01:50:00,,7,3,Previsionimeteo
3458,Click,,2020-11-14 04:59:00,,8,1,Magazzino
3459,Click,,2022-04-11 22:38:00,,9,1,Quaderno
3460,Click,,2023-01-13 22:51:00,,10,4,Rubrica
3461,Click,,2023-01-12 12:08:00,,11,1,Education
3462,Click,,2023-02-06 11:36:00,,12,5,Prezzi
3463,Click,,2021-01-19 17:20:00,,13,3,Previsionimeteo
3464,Click,,2022-05-22 08:53:00,,14,5,Magazzino
3465,Click,,2022-09-14 21:19:00,,15,0,Quaderno
3466,Click,,2023-11-10 19:15:00,,16,0,Rubrica
3467,Click,,2021-07-11 23:38:00,,17,0,Education
3468,Click,,2020-09-17 08:36:00,,18,3,Prezzi
3469,Click,,2022-03-17 08:19:00,,19,4,Previsionimeteo
3470,Click,,2020-07-20 16:37:00,,20,3,Magazzino
3471,Click,,2020-12-21 10:21:00,,21,4,Quaderno
3472,Click,,2023-11-06 09:18:00,,22,5,Rubrica
3473,Click,,2020-07-12 21:17:00,,23,0,Education
3474,Click,,2021-06-17 22:06:00,,24,4,Prezzi
3475,Click,,2020-12-07 19:28:00,,25,3,Previsionimeteo
3476,Click,,2021-04-03 16:16:00,,26,1,Magazzino
3477,Click,,2022-04-17 22:27:00,,27,1,Quaderno
3478,Click,,2022-10-08 07:24:00,,28,5,Rubrica
3479,Click,,2022-01-18 17:47:00,,29,4,Education
3480,Click,,2021-02-09 13:06:00,,30,5,Prezzi
3481,Click,,2020-01-06 22:33:00,,31,3,Previsionimeteo
3482,Click,,2021-10-12 02:48:00,,32,1,Magazzino
3483,Click,,2020-06-10 00:26:00,,33,3,Quaderno
3484,Click,,2023-11-11 19:28:00,,34,0,Rubrica
3485,Click,,2023-01-25 13:36:00,,35,0,Education
3486,Click,,2022-04-22 16:17:00,,36,4,Prezzi
3487,Click,,2020-10-24 17:55:00,,37,2,Previsionimeteo
3488,Click,,2023-05-06 05:12:00,,38,0,Magazzino
3489,Click,,2020-01-22 03:21:00,,39,1,Quaderno
3490,Click,,2023-08-10 21:04:00,,40,2,Rubrica
3491,Click,,2022-11-15 01:38:00,,41,5,Education
3492,Click,,2022-11-14 08:02:00,,42,4,Prezzi
3493,Click,,2022-02-24 03:21:00,,43,5,Previsionimeteo
3494,Click,,2020-03-10 00:27:00,,44,4,Magazzino
3495,Click,,2020-11-27 02:50:00,,45,1,Quaderno
3496,Click,,2020-03-13 07:38:00,,46,2,Rubrica
3497,Click,,2021-09-01 00:10:00,,47,0,Education
